,Tipo,Título,Año,Género,Id_API,IdOwner
0,Movie,Istota,2000,Drama,56524,tt0102362
1,Movie,For the Cause,2000,Drama,56526,tt0113092
2,Movie,Florentino y el diablo,2000,Drama,56527,tt0113086
3,Movie,Karobaar: The Business of Love,2000,Drama,56528,tt0116748
4,Movie,Gang,2000,Drama,56530,tt0116391
5,Movie,Consequence,2000,Drama,56531,tt0115937
6,Movie,Fa yeung nin wah,2000,Drama,56532,tt0118694
7,Movie,Love 101,2000,Comedy,56567,tt0119495
8,Movie,Nothing Sacred,2000,Comedy,56568,tt0119806
9,Movie,State and Main,2000,Comedy,56569,tt0120202
10,Movie,Bruno,2000,Comedy,56570,tt0123003
11,Movie,Sånger från andra våningen,2000,Comedy,56571,tt0120263
12,Movie,The Elf Who Didn't Believe,2000,Comedy,56572,tt0123055
13,Movie,Chicken Run,2000,Comedy,56573,tt0120630
14,Movie,The Incorporated,2000,Action,56608,tt0116628
15,Movie,Heavy Metal 2000,2000,Action,56609,tt0119273
16,Movie,Mission: Impossible II,2000,Action,56610,tt0120755
17,Movie,Titan A.E.,2000,Action,56611,tt0120913
18,Movie,Foiled,2000,Action,56612,tt0120673
19,Movie,X-Men,2000,Action,56613,tt0120903
20,Movie,Keizer Kuzco,2000,Fantasy,56646,tt0120917
21,Movie,Dinosaur,2000,Fantasy,56647,tt0130623
22,Movie,The Crow: Salvation,2000,Fantasy,56648,tt0132910
23,Movie,The Adventures of Rocky & Bullwinkle,2000,Fantasy,56649,tt0131704
24,Movie,The Road to El Dorado,2000,Fantasy,56650,tt0138749
25,Movie,Highlander: Endgame,2000,Fantasy,56651,tt0144964
26,Movie,Red Lipstick,2000,Fantasy,56652,tt0144574
27,Movie,The Legend of Bagger Vance,2000,Fantasy,56653,tt0146984
28,Movie,Deadfall,2000,Horror,56684,tt0128158
29,Movie,Scream 3,2000,Horror,56685,tt0134084
30,Movie,Supernova,2000,Horror,56686,tt0134983
31,Movie,The Chronicles of Riddick: Pitch Black,2000,Horror,56687,tt0134847
32,Movie,Mothman,2000,Horror,56689,tt0137115
33,Movie,American Psycho,2000,Horror,56690,tt0144084
34,Movie,Eyes to Heaven,2000,Horror,56691,tt0148120
35,Movie,Ricky 6,2000,Horror,56692,tt0156020
36,Movie,The Million Dollar Hotel,2000,Mystery,56724,tt0120753
37,Movie,Waking the Dead,2000,Mystery,56725,tt0127349
38,Movie,Luckytown,2000,Mystery,56729,tt0160495
39,Movie,Passion of Mind,2000,Mystery,56730,tt0160644
40,Movie,Four Dogs Playing Poker,2000,Mystery,56731,tt0160289
41,Movie,What Lies Beneath,2000,Mystery,56732,tt0161081
42,Movie,Trixie,2000,Mystery,56733,tt0162711
43,Movie,The Fantasticks,2000,Romance,56765,tt0113026
44,Movie,Passionnément,2000,Romance,56769,tt0119866
45,Movie,Return to Me,2000,Romance,56772,tt0122459
46,Movie,Pushing the Envelope,2000,Thriller,56808,tt0119966
47,Movie,Vulgar,2000,Thriller,56809,tt0120467
48,Movie,Lured Innocence,2000,Thriller,56810,tt0122161
49,Movie,Shikari,2000,Thriller,56811,tt0120117
50,Movie,The Highwayman,2000,Thriller,56813,tt0120698
51,Movie,November 1828,2001,Drama,56844,tt0079644
52,Movie,Albela,2001,Drama,56846,tt0118578
53,Movie,Don's Plum,2001,Drama,56847,tt0119004
54,Movie,Glitter,2001,Drama,56848,tt0118589
55,Movie,Camarate,2001,Drama,56849,tt0120624
56,Movie,"Berlin Diaries, 1940-45",2001,Drama,56850,tt0120605
57,Movie,Ricochet River,2001,Drama,56851,tt0120807
58,Movie,The Lord of the Rings: The Fellowship of the Ring,2001,Drama,56853,tt0120737
59,Movie,Kate & Leopold,2001,Comedy,56884,tt0035423
60,Movie,El día de los albañiles 2,2001,Comedy,56885,tt0089067
61,Movie,Horror in the Attic,2001,Comedy,56889,tt0118652
62,Movie,Burning Down the House,2001,Comedy,56890,tt0123581
63,Movie,Sticks,2001,Comedy,56891,tt0124889
64,Movie,Heartbreakers,2001,Comedy,56892,tt0125022
65,Movie,Shrek,2001,Comedy,56893,tt0126029
66,Movie,The Silent Force,2001,Action,56925,tt0114447
67,Movie,Blazin',2001,Action,56927,tt0128165
68,Movie,Driven,2001,Action,56928,tt0132245
69,Movie,Planet of the Apes,2001,Action,56929,tt0133152
70,Movie,The Ghost,2001,Action,56931,tt0141120
71,Movie,Lara Croft: Tomb Raider,2001,Action,56932,tt0146316
72,Movie,Camouflage,2001,Action,56933,tt0150021
73,Movie,The Sorcerer's Apprentice,2001,Fantasy,56965,tt0120166
74,Movie,Lightmaker,2001,Fantasy,56968,tt0133063
75,Movie,Little Shop of Erotica,2001,Fantasy,56970,tt0148415
76,Movie,Vidocq,2001,Fantasy,56972,tt0164961
77,Movie,Monkeybone,2001,Fantasy,56973,tt0166276
78,Movie,From Hell,2001,Horror,57005,tt0120681
79,Movie,Victoria's Shadow,2001,Horror,57006,tt0153533
80,Movie,Unseen Evil,2001,Horror,57007,tt0162030
81,Movie,Bones,2001,Horror,57009,tt0166110
82,Movie,Generation Ax,2001,Horror,57011,tt0171339
83,Movie,Enigma,2001,Mystery,57046,tt0157583
84,Movie,Impostor,2001,Mystery,57047,tt0160399
85,Movie,Dark Water,2001,Mystery,57048,tt0163596
86,Movie,Mulholland Drive,2001,Mystery,57050,tt0166924
87,Movie,The Confidence Man,2001,Mystery,57051,tt0179735
88,Movie,The Caveman's Valentine,2001,Mystery,57053,tt0182000
89,Movie,Deep Blue,2001,Romance,57087,tt0124359
90,Movie,Town & Country,2001,Romance,57090,tt0141907
91,Movie,Long Lost Love,2001,Romance,57093,tt0160480
92,Movie,3 noches,2001,Thriller,57124,tt0114722
93,Movie,Eyes Are Upon You,2001,Thriller,57128,tt0126899
94,Movie,Training Day,2001,Thriller,57130,tt0139654
95,Movie,Crime and Punishment,2002,Drama,57164,tt0096056
96,Movie,The Dancer Upstairs,2002,Drama,57165,tt0118926
97,Movie,Random Shooting in L.A.,2002,Drama,57166,tt0119980
98,Movie,Frida,2002,Drama,57167,tt0120679
99,Movie,Shivam,2002,Drama,57168,tt0130255
100,Movie,The Good War,2002,Drama,57169,tt0149253
101,Movie,The Bacchae,2002,Drama,57172,tt0154187
102,Movie,Men in Black II,2002,Comedy,57204,tt0120912
103,Movie,Trance,2002,Comedy,57205,tt0120870
104,Movie,Flophouse,2002,Comedy,57206,tt0128216
105,Movie,Book of Love: The Definitive Reason Why Men Are Dogs,2002,Comedy,57209,tt0156376
106,Movie,Clockstoppers,2002,Comedy,57210,tt0157472
107,Movie,Spooky House,2002,Comedy,57211,tt0160905
108,Movie,Easter,2002,Comedy,57213,tt0160240
109,Movie,Star Wars: Episode II - Attack of the Clones,2002,Action,57244,tt0121765
110,Movie,Resident Evil,2002,Action,57246,tt0120804
111,Movie,Spider-Man,2002,Action,57251,tt0145487
112,Movie,Last Fair Deal,2002,Action,57252,tt0151299
113,Movie,Piratenplaneet,2002,Fantasy,57286,tt0133240
114,Movie,The Princess and the Pea,2002,Fantasy,57287,tt0146063
115,Movie,Interstate 60: Episodes of the Road,2002,Fantasy,57288,tt0165832
116,Movie,The Lord of the Rings: The Two Towers,2002,Fantasy,57289,tt0167261
117,Movie,La balsa de piedra,2002,Fantasy,57290,tt0175203
118,Movie,Legend of the Phantom Rider,2002,Fantasy,57293,tt0210223
119,Movie,Blade II,2002,Horror,57327,tt0187738
120,Movie,Survival Island,2002,Horror,57328,tt0201844
121,Movie,Halloween: Resurrection,2002,Horror,57332,tt0220506
122,Movie,Daybreak,2002,Mystery,57365,tt0128154
123,Movie,Minority Report,2002,Mystery,57367,tt0181689
124,Movie,Dead Man's Dream,2002,Mystery,57368,tt0184387
125,Movie,New Best Friend,2002,Mystery,57369,tt0191074
126,Movie,Last Seen,2002,Mystery,57370,tt0220607
127,Movie,The Salton Sea,2002,Mystery,57371,tt0235737
128,Movie,Florida City,2002,Mystery,57372,tt0241453
129,Movie,Tangoed Lives,2002,Romance,57405,tt0139479
130,Movie,Duty Dating,2002,Romance,57408,tt0160239
131,Movie,Pipe Dream,2002,Romance,57409,tt0164810
132,Movie,Desert Saints,2002,Romance,57410,tt0167116
133,Movie,Moonlight Mile,2002,Romance,57412,tt0179098
134,Movie,Crossing the Rubicon,2002,Romance,57413,tt0181430
135,Movie,D-Tox,2002,Thriller,57451,tt0160184
136,Movie,The Sum of All Fears,2002,Thriller,57452,tt0164184
137,Movie,City of Ghosts,2002,Thriller,57453,tt0164003
138,Movie,A Mulher Polícia,2003,Drama,57484,tt0119727
139,Movie,American Reel,2003,Drama,57485,tt0140806
140,Movie,One Last Dance,2003,Drama,57486,tt0157191
141,Movie,Cold Mountain,2003,Drama,57487,tt0159365
142,Movie,The Lord of the Rings: The Return of the King,2003,Drama,57488,tt0167260
143,Movie,Baggage,2003,Drama,57489,tt0169579
144,Movie,The Fighting Temptations,2003,Drama,57492,tt0191133
145,Movie,Jersey Guy,2003,Drama,57493,tt0191211
146,Movie,Remembering Mario,2003,Comedy,57524,tt0117461
147,Movie,Between the Sheets,2003,Comedy,57525,tt0120607
148,Movie,Dominator,2003,Comedy,57526,tt0135991
149,Movie,Intolerable Cruelty,2003,Comedy,57527,tt0138524
150,Movie,Nobody Knows Anything!,2003,Comedy,57528,tt0142634
151,Movie,St. Andrew's Girls,2003,Comedy,57529,tt0156100
152,Movie,Sinbad: Legend of the Seven Seas,2003,Comedy,57530,tt0165982
153,Movie,Bad Boys II,2003,Comedy,57531,tt0172156
154,Movie,Terminator 3: Rise of the Machines,2003,Action,57567,tt0181852
155,Movie,A Good Night to Die,2003,Action,57569,tt0203536
156,Movie,Den hemlige riddaren II: Återkomsten,2003,Action,57571,tt0218326
157,Movie,Road Dogs,2003,Action,57573,tt0232537
158,Movie,Silver Man,2003,Fantasy,57607,tt0217802
159,Movie,Pumuckl und sein Zirkusabenteuer,2003,Fantasy,57609,tt0237622
160,Movie,Bulletproof Monk,2003,Fantasy,57611,tt0245803
161,Movie,The Devil and Daniel Webster,2003,Fantasy,57613,tt0263265
162,Movie,Beyond Re-Animator,2003,Horror,57646,tt0222812
163,Movie,The Invitation,2003,Horror,57648,tt0248110
164,Movie,House of 1000 Corpses,2003,Horror,57650,tt0251736
165,Movie,Subterano,2003,Horror,57651,tt0255623
166,Movie,Dorian,2003,Horror,57652,tt0258534
167,Movie,In the Cut,2003,Mystery,57685,tt0199626
168,Movie,The Accidental Detective,2003,Mystery,57688,tt0244379
169,Movie,La collezione invisibile,2003,Mystery,57691,tt0262156
170,Movie,Basic,2003,Mystery,57692,tt0264395
171,Movie,Vera,2003,Mystery,57693,tt0274193
172,Movie,Osmose,2003,Romance,57729,tt0195119
173,Movie,Venus on the Halfshell,2003,Romance,57730,tt0214275
174,Movie,Finding Home,2003,Romance,57732,tt0228301
175,Movie,The Sleeping Dictionary,2003,Romance,57733,tt0242888
176,Movie,Silent Screamplay,2003,Thriller,57764,tt0160870
177,Movie,Sister Blue,2003,Thriller,57768,tt0201934
178,Movie,Terror in the Darkness,2003,Thriller,57771,tt0215244
179,Movie,How It All Went Down,2003,Thriller,57773,tt0243652
180,Movie,En tres y dos,2004,Drama,57804,tt0092960
181,Movie,"Goodnight, Joseph Parker",2004,Drama,57806,tt0146803
182,Movie,Bluebird,2004,Drama,57807,tt0159290
183,Movie,El Maya,2004,Drama,57808,tt0168064
184,Movie,Il resto di niente,2004,Drama,57809,tt0170508
185,Movie,Greener,2004,Drama,57810,tt0186785
186,Movie,Olga,2004,Drama,57811,tt0196811
187,Movie,Sin's Kitchen,2004,Drama,57812,tt0203912
188,Movie,Tricks,2004,Drama,57813,tt0211070
189,Movie,West from North Goes South,2004,Comedy,57844,tt0108549
190,Movie,Serial Killer,2004,Comedy,57845,tt0122247
191,Movie,Thunderbirds,2004,Comedy,57846,tt0167456
192,Movie,A Night at Sophie's,2004,Comedy,57847,tt0169084
193,Movie,Kebab Connection,2004,Comedy,57848,tt0177882
194,Movie,Meri Biwi Ka Jawab Nahin,2004,Comedy,57849,tt0187279
195,Movie,29 and Holding,2004,Comedy,57851,tt0198013
196,Movie,B Movie,2004,Comedy,57853,tt0220322
197,Movie,Split,2004,Action,57885,tt0131597
198,Movie,Hellboy,2004,Action,57887,tt0167190
199,Movie,Vampire Lesbian Kickboxers,2004,Action,57891,tt0235853
200,Movie,Anji,2004,Action,57892,tt0239235
201,Movie,Warrior Sisters,2004,Fantasy,57925,tt0205513
202,Movie,Raspberry & Lavender,2004,Fantasy,57927,tt0222790
203,Movie,Berserker,2004,Fantasy,57929,tt0264410
204,Movie,Off the Pages,2004,Fantasy,57931,tt0286857
205,Movie,Mothers Little Murderer,2004,Fantasy,57932,tt0293708
206,Movie,Shrek 2,2004,Fantasy,57933,tt0298148
207,Movie,Frost,2004,Horror,57965,tt0202360
208,Movie,Exorcist: The Beginning,2004,Horror,57966,tt0204313
209,Movie,Habitaciones para turistas,2004,Horror,57969,tt0286669
210,Movie,Straight Into Darkness,2004,Horror,57971,tt0287733
211,Movie,Killer Weekend,2004,Mystery,58009,tt0287795
212,Movie,Suske en Wiske: De duistere diamant,2004,Mystery,58010,tt0289933
213,Movie,Fascination,2004,Mystery,58012,tt0305632
214,Movie,Harry Potter en de gevangene van Azkaban,2004,Mystery,58013,tt0304141
215,Movie,Beacon Hill,2004,Romance,58049,tt0206771
216,Movie,2046,2004,Romance,58050,tt0212712
217,Movie,Roomies,2004,Romance,58052,tt0224025
218,Movie,True Vinyl,2004,Romance,58053,tt0229792
219,Movie,Life Sentence,2004,Thriller,58090,tt0218400
220,Movie,Till Proven Innocent,2004,Thriller,58091,tt0235219
221,Movie,The 24th Day,2004,Thriller,58093,tt0246404
